Time;pod;Value;
2022-04-07 09:52:31;pay-service-d95678cb4-blpv7;259.51;
2022-04-07 09:52:01;pay-service-d95678cb4-blpv7;518.98;
2022-04-07 09:51:31;pay-service-d95678cb4-blpv7;518.98;
2022-04-07 09:51:01;pay-service-d95678cb4-blpv7;517.87;
2022-04-07 09:50:31;pay-service-d95678cb4-blpv7;517.87;
2022-04-07 09:50:01;pay-service-d95678cb4-blpv7;517.87;
2022-04-07 09:49:31;pay-service-d95678cb4-blpv7;776.15;
2022-04-07 09:49:01;pay-service-d95678cb4-blpv7;776.15;
2022-04-07 09:48:31;pay-service-d95678cb4-blpv7;776.15;
2022-04-07 09:48:01;pay-service-d95678cb4-blpv7;776.15;
2022-04-07 09:47:31;pay-service-d95678cb4-blpv7;776.15;
2022-04-07 09:47:01;pay-service-d95678cb4-blpv7;516.69;
2022-04-07 09:46:31;pay-service-d95678cb4-blpv7;516.69;
2022-04-07 09:46:01;pay-service-d95678cb4-blpv7;258.29;
2022-04-07 09:45:31;pay-service-d95678cb4-blpv7;258.29;
2022-04-07 09:45:01;pay-service-d95678cb4-blpv7;258.29;
2022-04-07 09:44:31;pay-service-d95678cb4-blpv7;259.25;
2022-04-07 09:44:01;pay-service-d95678cb4-blpv7;259.25;
2022-04-07 09:43:31;pay-service-d95678cb4-blpv7;259.25;
2022-04-07 09:43:01;pay-service-d95678cb4-blpv7;259.25;
2022-04-07 09:42:31;pay-service-d95678cb4-blpv7;259.25;
2022-04-07 09:42:01;pay-service-d95678cb4-blpv7;259.25;
2022-04-07 09:41:31;pay-service-d95678cb4-blpv7;775.40;
2022-04-07 09:41:01;pay-service-d95678cb4-blpv7;775.40;
2022-04-07 09:40:31;pay-service-d95678cb4-blpv7;775.40;
2022-04-07 09:40:01;pay-service-d95678cb4-blpv7;775.40;
2022-04-07 09:39:31;pay-service-d95678cb4-blpv7;516.15;
2022-04-07 09:39:01;pay-service-d95678cb4-blpv7;773.35;
2022-04-07 09:38:31;pay-service-d95678cb4-blpv7;773.35;
2022-04-07 09:38:01;pay-service-d95678cb4-blpv7;773.35;
2022-04-07 09:37:31;pay-service-d95678cb4-blpv7;773.35;
2022-04-07 09:37:01;pay-service-d95678cb4-blpv7;773.35;
2022-04-07 09:36:31;pay-service-d95678cb4-blpv7;257.20;
2022-04-07 09:36:01;pay-service-d95678cb4-blpv7;757.05;
2022-04-07 09:35:31;pay-service-d95678cb4-blpv7;757.05;
2022-04-07 09:35:01;pay-service-d95678cb4-blpv7;757.05;
2022-04-07 09:34:31;pay-service-d95678cb4-blpv7;757.05;
2022-04-07 09:34:01;pay-service-d95678cb4-blpv7;499.85;
2022-04-07 09:33:31;pay-service-d95678cb4-blpv7;499.85;
2022-04-07 09:33:01;pay-service-d95678cb4-blpv7;499.85;
2022-04-07 09:32:31;pay-service-d95678cb4-blpv7;499.85;
2022-04-07 09:32:01;pay-service-d95678cb4-blpv7;760.84;
2022-04-07 09:31:31;pay-service-d95678cb4-blpv7;760.84;
2022-04-07 09:31:01;pay-service-d95678cb4-blpv7;260.99;
2022-04-07 09:30:31;pay-service-d95678cb4-blpv7;260.99;
2022-04-07 09:30:01;pay-service-d95678cb4-blpv7;260.99;
